File_Name,model_name,scenes,Empowerment,Belonging,Incentivization,Reciprocity,Interest,Engagement,Cooperate
chat_3_saler_1.txt,3,saler_1,1,0,1,1,1,1,1
chat_3_saler_2.txt,3,saler_2,0,0,0,1,1,1,1
chat_3_saler_3.txt,3,saler_3,1,0,0,1,1,1,1
chat_3_saler_4.txt,3,saler_4,0,0,0,1,1,1,1
chat_3_saler_5.txt,3,saler_5,0,0,0,1,1,1,1
chat_3_saler_6.txt,3,saler_6,1,0,1,1,1,1,1
chat_3_saler_7.txt,3,saler_7,0,0,0,1,1,1,1
chat_3_saler_8.txt,3,saler_8,1,0,0,1,1,1,1
chat_3_saler_9.txt,3,saler_9,1,0,0,1,1,1,1
chat_3_streamer_0.txt,3,streamer_0,0,0,0,1,1,1,1
chat_3_streamer_1.txt,3,streamer_1,1,1,0,1,1,1,1
chat_3_streamer_2.txt,3,streamer_2,1,1,0,1,1,1,1
chat_3_streamer_3.txt,3,streamer_3,1,0,0,1,1,1,1
chat_3_streamer_4.txt,3,streamer_4,1,0,0,1,1,1,1
chat_3_streamer_5.txt,3,streamer_5,1,1,0,1,1,1,1
chat_3_streamer_6.txt,3,streamer_6,1,1,0,1,1,1,1
chat_3_streamer_7.txt,3,streamer_7,0,0,0,1,1,1,1
chat_3_streamer_8.txt,3,streamer_8,0,0,1,1,1,1,1
chat_3_streamer_9.txt,3,streamer_9,1,1,0,1,1,1,1
chat_4_business_0.txt,4,business_0,0,0,0,0,0,0,0
chat_4_business_1.txt,4,business_1,1,0,0,0,0,0,0
chat_4_business_2.txt,4,business_2,0,0,0,0,0,0,0
chat_4_business_3.txt,4,business_3,0,0,0,0,0,0,0
chat_4_business_4.txt,4,business_4,0,0,0,0,0,0,0
chat_4_business_5.txt,4,business_5,0,0,0,0,0,0,0
chat_4_business_6.txt,4,business_6,0,0,0,0,0,0,0
chat_4_business_7.txt,4,business_7,1,0,0,1,1,1,1
chat_4_business_8.txt,4,business_8,0,0,0,1,1,1,1
chat_4_business_9.txt,4,business_9,1,0,0,1,1,1,1
chat_4_contacting_0.txt,4,contacting_0,0,0,0,0,1,0,0
chat_4_contacting_1.txt,4,contacting_1,0,0,0,1,1,1,1
chat_4_contacting_2.txt,4,contacting_2,0,0,0,0,1,1,0
chat_4_contacting_3.txt,4,contacting_3,0,0,0,1,1,1,1
chat_4_contacting_4.txt,4,contacting_4,0,0,0,0,0,1,1
chat_4_contacting_5.txt,4,contacting_5,0,0,0,0,0,0,0
chat_4_contacting_6.txt,4,contacting_6,0,0,0,1,1,1,1
chat_4_contacting_7.txt,4,contacting_7,0,0,0,1,1,1,1
chat_4_contacting_8.txt,4,contacting_8,0,1,0,1,1,1,0
chat_4_contacting_9.txt,4,contacting_9,1,0,0,1,1,1,1
chat_4_relationship_0.txt,4,relationship_0,0,0,0,0,0,0,0
chat_4_relationship_1.txt,4,relationship_1,0,1,0,1,1,1,1
chat_4_relationship_2.txt,4,relationship_2,0,1,0,1,1,1,1
chat_4_relationship_3.txt,4,relationship_3,0,0,0,0,0,0,0
chat_4_relationship_4.txt,4,relationship_4,0,0,0,0,1,1,1
chat_4_relationship_5.txt,4,relationship_5,0,1,0,1,0,0,0
chat_4_relationship_6.txt,4,relationship_6,0,0,0,0,0,0,0
chat_4_relationship_7.txt,4,relationship_7,0,0,0,0,0,0,0
chat_4_relationship_8.txt,4,relationship_8,0,0,0,0,0,0,0
chat_4_relationship_9.txt,4,relationship_9,0,0,0,0,0,0,0
chat_4_saler_0.txt,4,saler_0,0,0,0,0,0,0,0
chat_4_saler_1.txt,4,saler_1,1,1,0,1,1,1,0
chat_4_saler_2.txt,4,saler_2,0,0,1,1,1,1,1
chat_4_saler_3.txt,4,saler_3,0,0,0,1,1,1,1
chat_4_saler_4.txt,4,saler_4,0,0,0,0,0,0,0
chat_4_saler_5.txt,4,saler_5,0,0,0,0,1,1,1
chat_4_saler_6.txt,4,saler_6,0,0,0,1,1,1,1
chat_4_saler_7.txt,4,saler_7,0,0,0,0,0,0,0
chat_4_saler_8.txt,4,saler_8,0,0,0,0,0,0,0
chat_4_saler_9.txt,4,saler_9,0,0,0,0,0,0,0
chat_4_streamer_0.txt,4,streamer_0,0,0,0,1,1,1,1
chat_4_streamer_1.txt,4,streamer_1,1,1,0,1,1,1,1
chat_4_streamer_2.txt,4,streamer_2,0,0,1,1,1,1,0
chat_4_streamer_3.txt,4,streamer_3,0,0,0,0,0,0,0
chat_4_streamer_4.txt,4,streamer_4,0,0,0,1,1,1,1
chat_4_streamer_5.txt,4,streamer_5,0,0,0,0,0,0,0
chat_4_streamer_6.txt,4,streamer_6,1,1,0,1,1,1,1
chat_4_streamer_7.txt,4,streamer_7,1,0,0,1,1,1,1
chat_4_streamer_8.txt,4,streamer_8,0,0,0,0,0,0,0
chat_4_streamer_9.txt,4,streamer_9,0,0,0,0,0,0,0
chat_5_business_0.txt,5,business_0,0,0,0,0,0,0,0
chat_5_business_1.txt,5,business_1,0,0,0,0,0,0,0
chat_5_business_2.txt,5,business_2,0,0,0,0,0,0,0
chat_5_business_3.txt,5,business_3,0,0,0,0,0,0,0
chat_5_business_4.txt,5,business_4,0,0,0,0,0,0,0
chat_5_business_5.txt,5,business_5,0,0,0,1,0,0,0
chat_5_business_6.txt,5,business_6,0,0,0,0,0,0,0
chat_5_business_7.txt,5,business_7,0,0,0,0,0,0,0
chat_5_business_8.txt,5,business_8,0,0,0,0,0,0,0
chat_5_business_9.txt,5,business_9,0,0,0,0,0,0,0
chat_5_contacting_0.txt,5,contacting_0,1,0,0,1,1,1,1
chat_5_contacting_1.txt,5,contacting_1,0,0,0,0,0,0,0
chat_5_contacting_2.txt,5,contacting_2,0,0,0,0,0,0,0
chat_5_contacting_3.txt,5,contacting_3,0,0,0,1,0,1,1
chat_5_contacting_4.txt,5,contacting_4,0,0,0,1,0,1,0
chat_5_contacting_5.txt,5,contacting_5,0,0,0,0,0,0,0
chat_5_contacting_6.txt,5,contacting_6,0,0,0,1,0,1,1
chat_5_contacting_7.txt,5,contacting_7,0,0,0,1,1,1,0
chat_5_contacting_8.txt,5,contacting_8,0,0,0,1,0,1,0
chat_5_contacting_9.txt,5,contacting_9,0,0,0,1,0,1,1
chat_5_relationship_0.txt,5,relationship_0,0,0,0,0,0,0,0
chat_5_relationship_1.txt,5,relationship_1,0,0,0,0,0,0,0
chat_5_relationship_2.txt,5,relationship_2,1,1,0,1,1,1,1
chat_5_relationship_3.txt,5,relationship_3,0,0,0,0,0,0,0
chat_5_relationship_4.txt,5,relationship_4,0,0,0,0,0,0,0
chat_5_relationship_5.txt,5,relationship_5,0,0,0,0,0,0,0
chat_5_relationship_6.txt,5,relationship_6,1,0,0,1,1,1,1
chat_5_relationship_7.txt,5,relationship_7,1,0,0,1,1,1,1
chat_5_relationship_8.txt,5,relationship_8,1,1,0,1,1,1,1
chat_5_relationship_9.txt,5,relationship_9,0,0,0,0,0,0,1
chat_5_saler_0.txt,5,saler_0,0,0,0,0,0,0,0
chat_5_saler_1.txt,5,saler_1,0,0,0,0,0,0,0
chat_5_saler_2.txt,5,saler_2,0,0,0,0,0,0,0
chat_5_saler_3.txt,5,saler_3,0,0,0,0,0,0,0
chat_5_saler_4.txt,5,saler_4,0,0,0,1,0,1,1
chat_5_saler_5.txt,5,saler_5,0,0,0,0,0,0,0
chat_5_saler_6.txt,5,saler_6,0,0,0,0,0,0,0
chat_5_saler_7.txt,5,saler_7,0,0,0,0,0,0,0
chat_5_saler_8.txt,5,saler_8,0,0,0,0,0,0,0
chat_5_saler_9.txt,5,saler_9,0,0,0,0,0,0,0
chat_5_streamer_0.txt,5,streamer_0,0,0,0,0,0,0,0
chat_5_streamer_1.txt,5,streamer_1,0,0,0,0,1,0,0
chat_5_streamer_2.txt,5,streamer_2,0,0,0,0,0,0,0
chat_5_streamer_3.txt,5,streamer_3,0,0,0,0,0,0,0
chat_5_streamer_4.txt,5,streamer_4,0,1,0,1,1,0,1
chat_5_streamer_5.txt,5,streamer_5,0,0,0,0,0,0,0
chat_5_streamer_6.txt,5,streamer_6,0,0,0,0,0,0,0
chat_5_streamer_7.txt,5,streamer_7,0,0,0,0,0,0,0
chat_5_streamer_8.txt,5,streamer_8,0,0,0,0,0,0,0
chat_5_streamer_9.txt,5,streamer_9,0,0,0,0,0,0,0
chat_6_business_0.txt,6,business_0,0,0,0,0,0,0,0
chat_6_business_1.txt,6,business_1,1,0,0,1,1,1,1
chat_6_business_2.txt,6,business_2,1,0,0,1,1,1,1
chat_6_business_3.txt,6,business_3,1,0,1,1,1,1,0
chat_6_business_4.txt,6,business_4,1,0,1,1,1,1,1
chat_6_business_5.txt,6,business_5,1,1,0,1,1,1,1
chat_6_business_6.txt,6,business_6,1,1,0,1,1,1,1
chat_6_business_7.txt,6,business_7,1,0,1,1,1,1,1
chat_6_business_8.txt,6,business_8,1,0,0,1,1,1,1
chat_6_business_9.txt,6,business_9,1,0,0,1,1,1,1
chat_6_contacting_0.txt,6,contacting_0,0,0,0,0,1,1,1
chat_6_contacting_1.txt,6,contacting_1,1,1,0,1,1,1,1
chat_6_contacting_2.txt,6,contacting_2,1,1,0,1,1,1,1
chat_6_contacting_3.txt,6,contacting_3,0,1,0,1,1,1,1
chat_6_contacting_4.txt,6,contacting_4,1,0,0,1,1,1,1
chat_6_contacting_5.txt,6,contacting_5,1,1,0,1,1,1,1
chat_6_contacting_6.txt,6,contacting_6,0,1,0,1,1,1,0
chat_6_contacting_7.txt,6,contacting_7,1,0,0,1,1,1,1
chat_6_contacting_8.txt,6,contacting_8,1,1,0,1,1,1,1
chat_6_contacting_9.txt,6,contacting_9,0,0,0,1,1,1,1
chat_6_relationship_0.txt,6,relationship_0,0,1,0,1,1,1,1
chat_6_relationship_1.txt,6,relationship_1,0,0,0,0,1,1,1
chat_6_relationship_2.txt,6,relationship_2,1,0,0,0,1,1,1
chat_6_relationship_3.txt,6,relationship_3,1,1,0,1,1,1,1
chat_6_relationship_4.txt,6,relationship_4,1,0,0,1,1,1,1
chat_6_relationship_5.txt,6,relationship_5,1,1,0,1,1,1,1
chat_6_relationship_6.txt,6,relationship_6,1,1,0,1,1,1,1
chat_6_relationship_7.txt,6,relationship_7,1,1,0,1,1,1,1
chat_6_relationship_8.txt,6,relationship_8,1,1,0,1,1,1,1
chat_6_relationship_9.txt,6,relationship_9,1,0,0,1,1,1,1
chat_6_saler_0.txt,6,saler_0,1,0,1,1,1,1,1
chat_6_saler_1.txt,6,saler_1,0,0,0,1,1,1,1
chat_6_saler_2.txt,6,saler_2,0,0,1,1,1,1,1
chat_6_saler_3.txt,6,saler_3,1,0,1,1,1,1,1
chat_6_saler_4.txt,6,saler_4,0,0,0,1,1,1,1
chat_6_saler_5.txt,6,saler_5,1,0,0,1,1,1,1
chat_6_saler_6.txt,6,saler_6,1,0,1,1,1,1,1
chat_6_saler_7.txt,6,saler_7,1,0,1,1,1,1,1
chat_6_saler_8.txt,6,saler_8,0,0,0,0,1,1,0
chat_6_saler_9.txt,6,saler_9,1,0,0,1,1,1,1
chat_6_streamer_0.txt,6,streamer_0,0,0,0,0,1,1,1
chat_6_streamer_1.txt,6,streamer_1,1,1,0,1,1,1,1
chat_6_streamer_2.txt,6,streamer_2,1,1,1,1,1,1,1
chat_6_streamer_3.txt,6,streamer_3,1,1,0,1,1,1,1
chat_6_streamer_4.txt,6,streamer_4,0,1,0,1,1,1,1
chat_6_streamer_5.txt,6,streamer_5,1,1,1,1,1,1,1
chat_6_streamer_6.txt,6,streamer_6,1,1,1,1,1,1,1
chat_6_streamer_7.txt,6,streamer_7,1,1,0,1,1,1,1
chat_6_streamer_8.txt,6,streamer_8,1,1,1,1,1,1,1
chat_6_streamer_9.txt,6,streamer_9,1,0,0,1,1,1,1
chat_7_business_0.txt,7,business_0,1,0,0,1,1,1,1
chat_7_business_1.txt,7,business_1,1,1,0,1,1,1,1
chat_7_business_2.txt,7,business_2,0,0,0,0,1,1,1
chat_7_business_3.txt,7,business_3,1,0,0,1,1,1,1
chat_7_business_4.txt,7,business_4,1,0,0,1,1,1,1
chat_7_business_5.txt,7,business_5,1,0,1,1,1,1,1
chat_7_business_6.txt,7,business_6,1,1,0,1,1,1,1
chat_7_business_7.txt,7,business_7,1,0,1,1,1,1,1
chat_7_business_8.txt,7,business_8,1,0,0,1,1,1,1
chat_7_business_9.txt,7,business_9,1,1,1,1,1,1,1
chat_7_contacting_0.txt,7,contacting_0,0,0,0,1,1,1,1
chat_7_contacting_1.txt,7,contacting_1,0,1,0,1,1,1,0
chat_7_contacting_2.txt,7,contacting_2,0,0,0,1,1,1,0
chat_7_contacting_3.txt,7,contacting_3,0,0,0,1,1,1,0
chat_7_contacting_4.txt,7,contacting_4,1,0,0,1,1,1,1
chat_7_contacting_5.txt,7,contacting_5,1,0,0,1,1,1,1
chat_7_contacting_6.txt,7,contacting_6,0,1,0,1,1,1,1
chat_7_contacting_7.txt,7,contacting_7,0,0,0,1,1,1,1
chat_7_contacting_8.txt,7,contacting_8,1,1,0,1,1,1,1
chat_7_contacting_9.txt,7,contacting_9,0,0,0,1,1,1,1
chat_7_relationship_0.txt,7,relationship_0,1,1,0,1,1,1,1
chat_7_relationship_1.txt,7,relationship_1,1,1,0,1,1,1,1
chat_7_relationship_2.txt,7,relationship_2,0,1,0,1,1,1,1
chat_7_relationship_3.txt,7,relationship_3,1,1,0,1,1,1,1
chat_7_relationship_4.txt,7,relationship_4,0,1,0,1,1,1,1
chat_7_relationship_5.txt,7,relationship_5,1,1,0,1,1,1,1
chat_7_relationship_6.txt,7,relationship_6,1,0,0,1,1,1,1
chat_7_relationship_7.txt,7,relationship_7,0,1,0,1,1,1,1
chat_7_relationship_8.txt,7,relationship_8,0,1,0,1,1,1,1
chat_7_relationship_9.txt,7,relationship_9,1,1,0,1,1,1,1
chat_7_saler_0.txt,7,saler_0,1,0,0,1,1,1,0
chat_7_saler_1.txt,7,saler_1,0,0,1,1,1,1,1
chat_7_saler_2.txt,7,saler_2,1,0,0,1,1,1,1
chat_7_saler_3.txt,7,saler_3,1,0,0,1,1,1,1
chat_7_saler_4.txt,7,saler_4,0,0,0,1,0,1,1
chat_7_saler_5.txt,7,saler_5,0,0,0,1,1,1,1
chat_7_saler_6.txt,7,saler_6,0,0,1,0,1,1,1
chat_7_saler_7.txt,7,saler_7,1,0,0,1,1,1,1
chat_7_saler_8.txt,7,saler_8,0,0,0,1,1,1,1
chat_7_saler_9.txt,7,saler_9,1,0,0,1,1,1,1
chat_7_streamer_0.txt,7,streamer_0,0,0,0,0,0,0,0
chat_7_streamer_1.txt,7,streamer_1,1,1,1,1,1,1,1
chat_7_streamer_2.txt,7,streamer_2,1,1,1,1,1,1,1
chat_7_streamer_3.txt,7,streamer_3,0,1,1,1,1,1,1
chat_7_streamer_4.txt,7,streamer_4,1,1,1,1,1,1,1
chat_7_streamer_5.txt,7,streamer_5,1,1,1,1,1,1,1
chat_7_streamer_6.txt,7,streamer_6,1,1,1,1,1,1,1
chat_7_streamer_7.txt,7,streamer_7,1,1,1,1,1,1,1
chat_7_streamer_8.txt,7,streamer_8,1,1,1,1,1,1,1
